account,project,comments  ,empty comments ,patterns,dispersion,type
maarzt,imglib/imglib2,99,2.0,98,0.02906543863680968,Human
asoldano,jbossws/jbossws-cxf,58,18.0,38,0.03335945212637464,Human
stephanlindauer,rebuy-de/kubernetes-deployment,28,3.0,21,0.06484026279013155,Human
trentmwillis,qunitjs/qunit,100,1.0,99,0.03352378662461603,Human
platinumazure,qunitjs/qunit,100,0.0,99,0.030149822928057034,Human
mdamien,regardscitoyens/the-law-factory-parser,100,0.0,100,0.024814963022615297,Human
boogheta,regardscitoyens/the-law-factory-parser,100,11.0,89,0.029955567895063304,Human
sebastianbergmann,sebastianbergmann/php-code-coverage,100,0.0,81,0.0365348553513371,Human
willemstuursma,myclabs/php-enum,23,0.0,23,0.03054862339387411,Human
mnapoli,myclabs/php-enum,100,0.0,86,0.037456239617724124,Human
garyb,purescript-contrib/purescript-these,17,2.0,14,0.03140047923808928,Human
markerikson,reduxjs/redux-thunk,75,0.0,64,0.034262931424567135,Human
edorivai,ReactTraining/react-media,100,0.0,98,0.0326313598798274,Human
domtronn,uswitch/koa-core,30,24.0,7,0.011373589505384911,Human
facetoe,facetoe/zenpy,100,7.0,81,0.03685379213571187,Human
alvin-reyes,proximax-storage/nem2-sdk-go,24,8.0,15,0.042948436763617516,Human
stoneChen,ustbhuangyi/better-scroll,14,1.0,14,0.02818386521529162,Human
ustbhuangyi,ustbhuangyi/better-scroll,100,0.0,91,0.023930340427268406,Human
cdepillabout,tonatona-project/tonatona,56,0.0,55,0.03690730935040925,Human
mvidner,libyui/libyui-bindings,11,1.0,11,0.034897900775417844,Human
jreidinger,libyui/libyui-bindings,15,0.0,14,0.03949072816279485,Human
panaaj,SignalK/freeboard-sk,100,0.0,96,0.03065640756316438,Human
kbahr,rsocket/rsocket-js,28,0.0,25,0.05812674859300498,Human
Casyfill,altair-viz/pdvega,26,3.0,24,0.035372344866617084,Human
luboshl,riganti/infrastructure,29,9.0,21,0.03090761827929659,Human
mhart,mhart/dynalite,100,0.0,94,0.030918536660097737,Human
terinjokes,terinjokes/gulp-uglify,100,1.0,97,0.035784673354269915,Human
nauvalazhar,itskodinger/midia,31,4.0,28,0.03946760505664041,Human
bitwiseman,beautify-web/js-beautify,100,2.0,88,0.036296543455313586,Human
jvassev,vmware/kube-fluentd-operator,100,0.0,82,0.04017225694009072,Human
Lyokone,Lyokone/flutterlocation,100,3.0,83,0.040397658062075306,Human
adrianstevens,WildernessLabs/Netduino.Foundation,30,16.0,15,0.028042440088110132,Human
mwarkentin,mwarkentin/django-watchman,100,4.0,86,0.03829556738297088,Human
dicearr,wearereasonablepeople/webpacker,18,3.0,13,0.04970439192172147,Human
fwigorcferreira,FutureWorkshops/Notifiable-iOS,36,25.0,12,0.019217592137029716,Human
JohnEstropia,JohnEstropia/CoreStore,100,0.0,100,0.026558825725466213,Human
cspray,labrador-kennel/core,100,78.0,23,0.01618778243081334,Human
hbrunn,OCA/l10n-netherlands,100,5.0,60,0.07710228675295482,Human
bluca,zeromq/zyre,100,0.0,92,0.03179808537866595,Human
dlepaux,dlepaux/realtime-bpm-analyzer,34,12.0,23,0.040023623959797874,Human
hariramsvnit,razorpay/razorpay-cordova,21,7.0,15,0.03898221166046796,Human
alexarchambault,lihaoyi/Ammonite,100,10.0,90,0.03549327176137397,Human
mhilton,juju/charmstore,100,39.0,35,0.027556601810054527,Human
hmemcpy,etorreborre/specs2,21,0.0,21,0.026134769863632015,Human
mt-micky,moneytree/mt-link-javascript-sdk,20,3.0,17,0.036333180661309035,Human
chrisfarber,chrisfarber/ember-breadcrumbs,51,0.0,50,0.03161308669148187,Human
eliamaino-fp,dailymotion/vast-client-js,100,6.0,86,0.037799302845061986,Human
swistach,handsontable/angular-handsontable,/,/,/,/,/
Kheldar,arbor/antiope,/,/,/,/,/
AlexeyRaga,arbor/antiope,36,8.0,18,0.05890326244972126,Human
madmurphy,madmurphy/cookies.js,30,0.0,30,0.03746796229747968,Human
mdiep,mdiep/MMMarkdown,100,2.0,85,0.04067449956566109,Human
argon,node-apn/node-apn,100,0.0,97,0.03407332116138142,Human
yaohaizh,eclipse/lsp4j,34,1.0,27,0.049544175922884966,Human
joeferner,joeferner/node-java,100,1.0,99,0.030192514071606384,Human
ZhipingYang,ZhipingYang/XYChart,64,4.0,54,0.01555244024177454,Human
benureau,pubs/pubs,100,1.0,99,0.030993307844551964,Human
jedrzejchalubek,glidejs/glide,100,3.0,90,0.03628110482177068,Human
nojimage,nojimage/cakephp-remember-me,27,3.0,25,0.03556103107612408,Human
ashleynolan,justeat/f-footer,35,0.0,33,0.0339705543220977,Human
parkr,jekyll/jekyll-sass-converter,97,2.0,93,0.02907621739279343,Human
robinwassen,balena-io-modules/drivelist,20,0.0,20,0.02524076359166028,Human
jantimon,jantimon/html-webpack-plugin,100,3.0,93,0.032099927570380604,Human
edi9999,open-xml-templating/docxtemplater,100,0.0,98,0.029413252803403123,Human
ceball,holoviz/param,100,3.0,96,0.0334721249568973,Human
SvetoslavTsenov,NativeScript/nativescript-dev-appium,100,38.0,62,0.039202923269593556,Human
yuzushioh,D-Technologies/EthereumKit,100,25.0,69,0.03978173883145136,Human
nchammas,nchammas/flintrock,100,1.0,100,0.029191769785788843,Human
fwenzel,mozilla/django-product-details,/,/,/,/,/
pmclanahan,mozilla/django-product-details,72,0.0,67,0.03649548709747188,Human
philippfromme,bpmn-io/dmn-js,100,0.0,97,0.030989363294310922,Human
caridy,formatjs/intl-messageformat,93,0.0,72,0.03675310926922713,Human
ericf,formatjs/intl-messageformat,100,4.0,93,0.03505039239685601,Human
doofin,raquo/Laminar,28,2.0,27,0.0322126384588082,Human
securityclippy,OktaSecurityLabs/sgt,35,21.0,15,0.021136863820281224,Human
fabienjuif,unirakun/k-redux-factory,100,16.0,79,0.034611020715737635,Human
dmetzgar,UiPath/corewf,100,4.0,90,0.03724726393674424,Human
ewinnington,UiPath/corewf,71,0.0,70,0.0296159908714281,Human
amitzur,applitools/eyes.sdk.javascript1,100,10.0,91,0.03671075716241154,Human
josetaira,Templarian/ui.bootstrap.contextMenu,100,0.0,98,0.02886069069506135,Human
jaredhanson,jaredhanson/passport,100,0.0,91,0.030846102072733583,Human
plusgut,plusnew/core,100,71.0,27,0.02069555980336249,Human
NgoHuy,icy/pacapt,41,0.0,40,0.02770001607093572,Human
xiongchiamiov,icy/pacapt,12,0.0,12,0.02891659982932882,Human
aquynh,keystone-engine/keystone,100,0.0,56,0.02804544504259133,Human
mrocklin,mrocklin/multipledispatch,100,1.0,96,0.035523365227063945,Human
sc0Vu,sc0Vu/web3.php,/,/,/,/,/
itsdalmo,telia-oss/concourse-sts-lambda,35,11.0,25,0.03635384219123988,Human
bweston92,prooph/laravel-package,32,2.0,31,0.037914655050680465,Human
zaquestion,zaquestion/lab,100,1.0,100,0.02912056657835533,Human
inokappa,k1LoW/awspec,83,0.0,72,0.04624569129777888,Human
mxsasha,irrdnet/irrd4,100,18.0,73,0.03841559177142552,Human
lipis,lepture/flask-wtf,27,2.0,26,0.03814109884212852,Human
lepture,lepture/flask-wtf,100,0.0,95,0.026376718765144126,Human
petersirka,totaljs/framework,100,1.0,99,0.029091959143973785,Human
leekelleher,umco/umbraco-stacked-content,100,8.0,93,0.034505661914621545,Human
jonathanong,koajs/send,53,2.0,51,0.03435791072166139,Human
ptrthomas,intuit/karate,100,0.0,96,0.028462876276753726,Human
BlazZupan,biolab/orange3-single-cell,100,0.0,96,0.031083685601147628,Human
loburm,GoogleCloudPlatform/k8s-stackdriver,100,19.0,58,0.033524199223211246,Human
jerriep,auth0/auth0-oidc-client-net,34,2.0,33,0.036213429670369,Human
nshumoogum,ONSdigital/go-ns,21,0.0,20,0.0532092942360867,Human
plribeiro3000,fog/fog,100,0.0,91,0.0341177500591101,Human
geemus,fog/fog,100,0.0,94,0.03796407435787292,Human
xPaw,kiwiirc/irc-framework,100,9.0,91,0.0349987315773008,Human
dks17,lynndylanhurley/devise_token_auth,100,0.0,96,0.02948740721989452,Human
dbu,jackalope/jackalope-doctrine-dbal,100,12.0,82,0.04222545781048352,Human
simonbrandhof,SonarSource/sonarqube,100,45.0,55,0.029775408405154285,Human
willemdj,willemdj/erlsom,87,0.0,86,0.038632903719684863,Human
jrichter1,redhat-developer/rsp-client,62,7.0,55,0.03620430981699379,Human
barakman,bancorprotocol/contracts,100,47.0,52,0.03018355088242909,Human
warner,warner/python-versioneer,100,3.0,97,0.0367416291963082,Human
fassko,daltoniam/Starscream,100,4.0,93,0.033530274127432716,Human
daltoniam,daltoniam/Starscream,100,0.0,72,0.0517261015478499,Human
michaeltchapman,fraenki/puppet-galera,78,6.0,71,0.03851785025038516,Human
BenjaSanchez,SysBioChalmers/GECKO,100,4.0,95,0.03396897474300197,Human
IVANDOMENZAIN,SysBioChalmers/GECKO,91,16.0,75,0.03964897950949797,Human
oberstet,crossbario/autobahn-js,100,10.0,86,0.03549850327620651,Human
kanitw,vega/compassql,100,25.0,76,0.03333057933517713,Human
henrytk,alphagov/paas-billing,15,0.0,15,0.03037160140551744,Human
superbobry,selectel/pyte,100,1.0,91,0.035438736362945616,Human
vlio20,vlio20/angular-datepicker,100,18.0,77,0.040825701361341026,Human
dbashford,dbashford/textract,100,0.0,97,0.033739039770601054,Human
jordan-wright,gophish/gophish,100,0.0,98,0.035293993341824155,Human
Ladsgroup,wikimedia/ores,100,13.0,68,0.047621996499146745,Human
0nism,thotro/arduino-dw1000,21,1.0,17,0.06303221889096365,Human
Photonios,SectorLabs/django-postgres-extra,100,6.0,83,0.03949372789037692,Human
RangerMauve,RangerMauve/dat-archive-web,32,0.0,32,0.03011326200339164,Human
connorskees,s0md3v/Photon,17,0.0,17,0.02392188928943867,Human
jcesarmobile,ionic-team/cordova-plugin-ionic-webview,100,2.0,91,0.03438245186999916,Human
pioneerskies,welaika/wordmove,100,0.0,97,0.029146098172621995,Human
cbpowell,cbpowell/MarqueeLabel,100,0.0,99,0.03335384186088982,Human
technomancy,technomancy/leiningen,100,0.0,96,0.03433380848668878,Human
thedevelobear,OpusCapita/filemanager,11,0.0,11,0.03917896959955477,Human
kvolkovich-sc,OpusCapita/filemanager,100,2.0,94,0.03008300835188326,Human
nicwortel,leviy/php-coding-standard,22,8.0,13,0.0341215578250387,Human
mjancarik,seznam/IMA.js-core,67,15.0,49,0.040833961275722766,Human
bogdan0083,postcss/autoprefixer,100,0.0,98,0.03419891332633176,Human
Dan503,postcss/autoprefixer,100,0.0,99,0.02736310347426128,Human
jfrolich,outline/rich-markdown-editor,19,0.0,19,0.024905247873033883,Human
jorilallo,outline/rich-markdown-editor,31,1.0,31,0.033856832764771444,Human
tommoor,outline/rich-markdown-editor,100,1.0,96,0.031145192020144444,Human
andrewbonney,bbc/nmos-query,38,10.0,29,0.04393567048195026,Human
VolodymyrTymtsiv,dreamfactorysoftware/df-admin-app,/,/,/,/,/
jkinred,psphere-project/psphere,/,/,/,/,/
Rotzbua,thotro/arduino-dw1000,100,0.0,90,0.027658871567006627,Human
jrief,django-treebeard/django-treebeard,100,2.0,96,0.03228304880749,Human
jthoms1,ionic-team/stencil-router,82,1.0,77,0.03705573181381518,Human
NMFR,NMFR/optimize-css-assets-webpack-plugin,100,3.0,79,0.039251221179725654,Human
moufmouf,thecodingmachine/mouf,74,9.0,66,0.03696260455125236,Human
Jimexist,tinajs/mina-webpack,68,29.0,38,0.03200386554808931,Human
jhalterman,jhalterman/failsafe,100,2.0,92,0.03735248728131269,Human
klauspost,klauspost/compress,100,8.0,93,0.030998646525225035,Human
twiecki,quantopian/pyfolio,100,3.0,93,0.03225171336178973,Human
jc275,peterbe/minimalcss,33,0.0,33,0.026181562495938775,Human
SamueleCaprioli97,ElmecOSS/vue-simple-tooltip,13,3.0,11,0.05669770254526328,Human
Digenis,scrapy/scrapyd,100,0.0,100,0.03019318055032474,Human
overcat,StellarCN/py-stellar-base,100,13.0,77,0.040515636086134774,Human
sabeegrewal,Azure/azure-event-hubs-spark,100,6.0,94,0.035368164951576866,Human
mbrevda,mbrevda/react-image,100,1.0,83,0.033118785885654735,Human
samuel-girard,openlayers/ol-cesium,38,0.0,38,0.03211509149412311,Human
unaizorrilla,Xabaril/BeatPulse,100,0.0,93,0.035817600411873166,Human
sckott,sckott/analogsea,100,2.0,95,0.0338941612027579,Human
leosoto,TransbankDevelopers/transbank-sdk-js-onepay,23,3.0,21,0.039124586274402746,Human
pupunzi,pupunzi/jquery.mb.YTPlayer,100,0.0,98,0.031920771041189365,Human
Ruffio,eligrey/FileSaver.js,100,0.0,84,0.0398902605253811,Human
cypriss,gocraft/web,50,0.0,50,0.03668544410653622,Human
jenow,kuzzleio/sdk-go,100,20.0,71,0.05200642322332582,Human
SiggyF,TUDelft-CITG/OpenCLSim,38,7.0,32,0.030253892249599512,Human
danreeves,danreeves/react-tether,100,1.0,92,0.032447639222516304,Human
rgolangh,oVirt/ovirt-openshift-extensions,100,1.0,74,0.04757340653792314,Human
bcgit,bcgit/bc-java,/,/,/,/,/
puku0x,OnsenUI/OnsenUI,100,0.0,94,0.029501046358858796,Human
altendky,python-attrs/attrs,99,2.0,95,0.03738930187775672,Human
alexandrebouthinon,kuzzleio/sdk-go,39,2.0,34,0.04075842404916949,Human
Handyman,LeoPlatform/connectors,83,40.0,44,0.03450816255732977,Human
nikossvnk,commercetools/commercetools-php-symfony,39,17.0,18,0.04336527922205041,Human
cjh1,OpenChemistry/oc-web-components,78,53.0,26,0.018595815496951013,Human
aschafers,Clustaar/clustaar.schemas,30,21.0,10,0.02069131715662226,Human
NickSeagull,theam/tintin,83,17.0,66,0.036853119349052686,Human
vetcher,devimteam/microgen,86,30.0,54,0.026145371996473675,Human
kurtmckee,kurtmckee/feedparser,100,0.0,96,0.032022242221343755,Human
eduardo-rodrigues,scikit-hep/decaylanguage,100,10.0,87,0.03995578349855303,Human
fanyang1988,eoscanada/eos-go,11,2.0,10,0.04703360079802564,Human
vidartf,vidartf/ipydatawidgets,65,2.0,64,0.03374130896632433,Human
chrisfosterelli,chrisfosterelli/akismet-api,100,14.0,65,0.04415229892259619,Human
pablorsk,reyesoft/ci,40,34.0,7,0.027880551063104043,Human
mpv1989,arangodb/arangojs,/,/,/,/,/
tampajohn,eoscanada/eosc,28,4.0,25,0.042224914585033684,Human
canard0328,canard0328/malss,52,20.0,28,0.025083684825217445,Human
datakurre,collective/gatsby-source-plone,100,15.0,85,0.03611138859451887,Human
eigenfoo,quantopian/pyfolio,100,0.0,100,0.02969060811129817,Human
kevin-montrose,kevin-montrose/Jil,100,0.0,99,0.02789144046028908,Human
laravlock,laravlock/laravlock,/,/,/,/,/
RaimundasSakalauskas,particle-iot/particle-cloud-sdk-ios,48,2.0,44,0.041336731602990465,Human
edcarroll,edcarroll/ng2-semantic-ui,100,0.0,100,0.030250225378193833,Human
kyriog,b1naryth1ef/disco,14,1.0,14,0.03596847337905306,Human
ariekahn,NYUCCL/psiTurk,22,0.0,22,0.03930279761662619,Human
mattrbianchi,mitre/fusera,100,45.0,53,0.032686032966526994,Human
jhaenchen,alibaba/react-intl-universal,18,0.0,18,0.037876444432227555,Human
stephen-hill,stephen-hill/base58php,33,5.0,29,0.044233514431962294,Human
joehni,x-stream/xstream,100,0.0,95,0.034072214192433704,Human
sergeyfrolov,caddyserver/forwardproxy,100,0.0,93,0.03508376636406382,Human
MikaelEliasson,MikaelEliasson/EntityFramework.Utilities,100,2.0,94,0.03480946735534484,Human
mtdowling,ClassPreloader/ClassPreloader,16,0.0,15,0.035861836875912816,Human
mtrea,bazelbuild/rules_webtesting,38,13.0,26,0.032500816849708694,Human
aaronklaassen,unsplash/unsplash_rb,73,2.0,71,0.03007761681179793,Human
alanfranz,docker-rpm-builder/docker-rpm-builder,100,0.0,92,0.031580049203367426,Human
nitaliano,nitaliano/react-native-mapbox-gl,100,1.0,99,0.0327641181389076,Human
aeneasr,ory/keto,100,0.0,43,0.09012842385171571,Human
tonyghita,graph-gophers/graphql-go,100,0.0,100,0.02905366779253021,Human
aantron,aantron/promise,100,6.0,93,0.03555818218484607,Human
mcjazzyfunky,dyo/dyo,100,0.0,98,0.030826048377580254,Human
thysultan,dyo/dyo,100,0.0,100,0.02775880830782588,Human
ngrandjean,OCA/management-system,18,0.0,18,0.031918058179040004,Human
winterland1989,haskell-stdio/stdio,44,5.0,40,0.03507758585333574,Human
yfuks,yfuks/react-native-action-sheet,38,0.0,36,0.0344573683475106,Human
pavdmyt,pavdmyt/yaspin,100,16.0,77,0.03829900264172346,Human
lionel-,tidyverse/purrr,100,0.0,90,0.034580675346010975,Human
kamikazechaser,yagop/node-telegram-bot-api,100,0.0,96,0.0301888969456795,Human
yagop,yagop/node-telegram-bot-api,100,0.0,98,0.025220390369403874,Human
nickdirienzo,joealcorn/laboratory,14,0.0,14,0.0306769657521021,Human
joealcorn,joealcorn/laboratory,31,0.0,31,0.040275621583662706,Human
tocsoft,SixLabors/Core,15,3.0,13,0.04325212998978712,Human
yuewko,infobloxopen/themis,54,1.0,52,0.036960880768744764,Human
fghaas,hastexo/hastexo-xblock,100,3.0,94,0.029942232331221168,Human
RubenVerborgh,follow-redirects/follow-redirects,100,2.0,96,0.029714247264295713,Human
stve,stve/capistrano-local-precompile,23,0.0,23,0.024198225555802463,Human
VivekMChawla,sfdx-isv/sfdx-falcon,78,2.0,71,0.03637200530905867,Human
and-semakin,lingthio/Flask-User,39,4.0,32,0.04829707494863372,Human
b1naryth1ef,b1naryth1ef/disco,100,0.0,77,0.035247227431446176,Human
BioQwer,databricks/spark-xml,47,0.0,44,0.03358537307421057,Human
ro-ka,ubilabs/react-geosuggest,100,0.0,82,0.04018678130835191,Human
mayerm94,cqframework/cql-execution,16,0.0,4,0.3743690363101135,Bot
ide,expo/expo-server-sdk-node,21,1.0,19,0.032774099101621205,Human
ishepard,ishepard/pydriller,100,0.0,96,0.035930672933295826,Human
johnou,classgraph/classgraph,86,4.0,82,0.033722366829328214,Human
lukehutch,classgraph/classgraph,100,0.0,99,0.03397352465527028,Human
ggreer,ggreer/jekyll-gallery-generator,26,1.0,22,0.042327247147678396,Human
chrisfarms,alphagov/paas-billing,22,0.0,22,0.03522781828929968,Human
jeremyletang,jeremyletang/rust-sfml,100,4.0,91,0.041322800920028144,Human
omichelsen,omichelsen/compare-versions,58,0.0,58,0.031894695053145905,Human
millermedeiros,mout/mout,100,0.0,89,0.03481821205800446,Human
markvincze,markvincze/Stubbery,44,12.0,33,0.04177054437162361,Human
diwic,diwic/dbus-rs,100,1.0,94,0.03828816508339931,Human
benediktschmitt,benediktschmitt/py-filelock,57,0.0,54,0.03708770714977616,Human
matthewrmshin,metomi/isodatetime,100,1.0,85,0.030560810922096775,Human
hynekcer,django-salesforce/django-salesforce,100,1.0,100,0.03309006908366149,Human
kratob,makandra/active_type,100,6.0,80,0.03887471550328946,Human
hkdsun,Shopify/ghostferry,67,0.0,67,0.030996525301146053,Human
lucatume,lucatume/wp-browser,100,4.0,97,0.04107482524167026,Human
IdoZilberberg,orbs-network/orbs-spec,26,2.0,25,0.029782821639409693,Human
arcusfelis,esl/escalus,26,0.0,26,0.024996460525607635,Human
MuriloSchaefer,FNNDSC/ami,38,0.0,38,0.033998896747605444,Human
AnneHommelberg,TUDelft-CITG/OpenCLSim,37,1.0,37,0.031850568534364423,Human
tcrowe,hexojs/warehouse,26,0.0,26,0.02742368933406576,Human
mvz,ActsAsParanoid/acts_as_paranoid,100,9.0,87,0.037054627595468376,Human
kpiwko,shrinkwrap/resolver,26,1.0,22,0.06541680938425334,Human
proofit404,pythonic-emacs/anaconda-mode,100,0.0,91,0.031218364275849262,Human
rkern,rkern/line_profiler,90,1.0,90,0.03099184973164744,Human
indebanvdhamer,wearereasonablepeople/webpacker,52,27.0,26,0.027012823146090527,Human
liszto,xBimTeam/XbimEssentials,100,3.0,96,0.036781083815202106,Human
nicolaiarocci,pyeve/eve-sqlalchemy,24,2.0,23,0.03612629932359906,Human
dkellner,pyeve/eve-sqlalchemy,100,1.0,97,0.035774035624690406,Human
chihsuan,Canner/canner,35,1.0,29,0.048670204606196206,Human
martijn00,martijn00/ExoPlayerXamarin,100,2.0,85,0.034324317317994076,Human
sHesl,unravelin/ravelinjs,14,3.0,12,0.03525337253341466,Human
carlosalberto,opentracing-contrib/python-django,59,4.0,54,0.041983959412279795,Human
mikebryant,opentracing-contrib/python-django,33,1.0,33,0.031103614667746898,Human
dereuromark,FriendsOfCake/cakephp-csvview,82,5.0,77,0.03353280953532115,Human
MaartenDesnouck,MaartenDesnouck/google-apps-script,100,40.0,53,0.032784061536583926,Human
samme,photonstorm/phaser-ce,100,0.0,78,0.03747004650859742,Human
jameskermode,jameskermode/f90wrap,100,2.0,94,0.03404423970144571,Human
jbbarth,botify-labs/simpleflow,100,1.0,100,0.03409822178412791,Human
Rotarepmi,mdbootstrap/React-Bootstrap-with-Material-Design,42,0.0,38,0.03619634503726756,Human
smnbbrv,xieziyu/ngx-echarts,24,0.0,23,0.033518834963055424,Human
xieziyu,xieziyu/ngx-echarts,100,10.0,86,0.034254789047265415,Human
xile611,recharts/recharts,100,0.0,53,0.05482452974069032,Human
kwry,getkin/kin-openapi,13,0.0,13,0.03786564059096058,Human
fenollp,getkin/kin-openapi,100,15.0,83,0.03752267979144759,Human
ronjouch,jiahaog/nativefier,100,1.0,95,0.029863751328497185,Human
IonicaBizau,IonicaBizau/terminal-flat-theme,47,0.0,46,0.026244456898608565,Human
facelessuser,facelessuser/Rummage,100,6.0,76,0.038654522692910406,Human
shuhaowu,Shopify/ghostferry,100,0.0,100,0.03195707157647476,Human
balsama,acquia/headless_lightning,100,31.0,67,0.03328312421752162,Human
steveoh,gruntjs/grunt-contrib-jasmine,53,0.0,48,0.03248537198218359,Human
nihgwu,bvaughn/react-window,53,1.0,53,0.03281480608132821,Human
bvaughn,bvaughn/react-window,100,0.0,99,0.03019005592019908,Human
kspearrin,bitwarden/jslib,100,2.0,96,0.03130921885612909,Human
nickschot,ember-infinity/ember-infinity,16,0.0,16,0.027600504565205387,Human
blainekasten,FormidableLabs/enzyme-matchers,100,4.0,86,0.03897879017350606,Human
jamesmh,jamesmh/coravel,100,5.0,96,0.035765404576200414,Human
championswimmer,jagql/framework,33,7.0,19,0.06549726646154888,Human
livictoria,heroku/react-hk-components,22,6.0,15,0.04848980686608099,Human
davidchin,bigcommerce/data-store-js,18,0.0,18,0.05499258941429253,Human
whatyouhide,whatyouhide/redix,100,8.0,88,0.040027554493237125,Human
haifengl,haifengl/smile,100,0.0,90,0.03418573645927875,Human
a5anka,wso2/ballerina-message-broker,100,2.0,39,0.17789514982549334,Human
julianlam,julianlam/nodebb-plugin-sso-oauth,35,1.0,34,0.03429682070780781,Human
jhermsmeier,balena-io-modules/drivelist,100,3.0,89,0.03267935323591029,Human
lurch,balena-io-modules/drivelist,100,0.0,87,0.03601684413387561,Human
alfonsogarciacaro,MangelMaxime/Thoth,91,3.0,88,0.03575560756232996,Human
MangelMaxime,MangelMaxime/Thoth,100,0.0,75,0.034388615178323784,Human
mportuga,angular-ui/ui-grid,100,14.0,83,0.037898284057085,Human
giginet,cookpad/Puree-Swift,34,5.0,29,0.029538667813088396,Human
MelbourneDeveloper,LedgerHQ/ledger-dotnet-api,90,0.0,89,0.03389498378577407,Human
jarlopez,kompics/kompact,34,0.0,34,0.02851445508548682,Human
Bathtor,kompics/kompact,100,0.0,93,0.03088231401505027,Human
aparcar,aparcar/attendedsysupgrade-server,100,1.0,96,0.030029544803247196,Human
peitschie,webodf/WebODF,100,0.0,100,0.03069601312264123,Human
vandenoever,webodf/WebODF,100,3.0,97,0.03384154144671588,Human
jaames,jaames/iro.js,100,1.0,98,0.031548367421980444,Human
jskeet,googleapis/gax-dotnet,100,9.0,90,0.03495442641679279,Human
clamoriniere1A,AmadeusITGroup/Redis-Operator,39,8.0,31,0.04541333309332718,Human
chrisandreae,iknow/iknow_view_models,100,25.0,74,0.03540744749425971,Human
divyakoshy,republicprotocol/republic-go,23,0.0,23,0.03337971661120979,Human
loongy,republicprotocol/republic-go,92,0.0,85,0.036650137218236095,Human
AlexWheeler,jnunemaker/flipper,100,3.0,97,0.03540771760969478,Human
mmazzarolo,react-native-community/react-native-modal,100,1.0,52,0.05031059408827239,Human
billdeitrick,billdeitrick/pypco,49,1.0,47,0.03285763911659927,Human
larsrh,typelevel/algebra,52,8.0,44,0.032653928220228515,Human
LukaJCB,typelevel/algebra,19,0.0,19,0.03723235764517436,Human
kenshinji,Wiredcraft/eslint-config-wcl-backend,14,0.0,14,0.04403671220178481,Human
hdgarrood,purescript/purescript-prelude,100,0.0,100,0.034749235352780225,Human
redonkulus,yahoo/react-stickynode,100,0.0,64,0.039205270242557703,Human
fkleuver,aurelia/binding,100,1.0,97,0.03338135341552332,Human
giuscris,getformwork/formwork,93,22.0,72,0.03797137330600189,Human
serggl,sunspot/sunspot,100,2.0,98,0.030279844254956407,Human
fraenki,fraenki/puppet-galera,100,3.0,82,0.04276271164866476,Human
Mongey,Mongey/terraform-provider-kafka,100,11.0,81,0.03448854986529309,Human
tgturner,roo-rb/roo,71,0.0,71,0.03072750658957765,Human
mikestead,mikestead/openapi-client,52,3.0,46,0.044769313291530895,Human
taligentx,taligentx/dscKeybusInterface,100,1.0,95,0.03913114936477997,Human
danburkert,danburkert/prost,/,/,/,/,/
steadicat,streamich/nano-css,12,1.0,12,0.04181808900460791,Human
seesemichaelj,trufflesuite/ganache-cli,100,6.0,81,0.03800726522208626,Human
slewis74,OctopusDeploy/OpenIDConnectAuthenticationProviders,24,0.0,23,0.03614504728724023,Human
michaelbazos,michaelbazos/angular-feather,57,4.0,53,0.03752326845022959,Human
mitsutaka,cybozu-go/sabakan,33,10.0,24,0.03513497987332311,Human
justinseanmartin,kif-framework/KIF,100,0.0,98,0.03444354277913107,Human
yaakov-h,WiseTechGlobal/WTG.Analyzers,100,0.0,97,0.02642712387045264,Human
catamphetamine,catamphetamine/libphonenumber-js,100,0.0,100,0.02904120751795724,Human
justanr,flaskbb/flaskbb,100,6.0,95,0.038136122642199496,Human
jvanderberg,golden-layout/golden-layout,14,0.0,14,0.03177223862306686,Human
malled,golden-layout/golden-layout,36,1.0,36,0.029057755828941694,Human
Eomm,fastify/point-of-view,45,0.0,41,0.03316593981514956,Human
Daegalus,Daegalus/dart-otp,60,1.0,60,0.03606755111546777,Human
kaitoy,kaitoy/pcap4j,100,0.0,99,0.025767463450226315,Human
tommens,AlexandreDecan/sismic,49,7.0,43,0.045216860450503396,Human
AlexandreDecan,AlexandreDecan/sismic,100,0.0,98,0.035318339971241064,Human
lukeyouell,lukeyouell/craft-emailvalidator,18,14.0,5,0.006438561166229178,Human
tariqdaouda,ArangoDB-Community/pyArango,100,0.0,91,0.03789058861793584,Human
dwijnand,sbt/util,100,30.0,64,0.025737451638625078,Human
AliSoftware,AliSoftware/OHHTTPStubs,100,1.0,100,0.036553278854468206,Human
jeffctown,AliSoftware/OHHTTPStubs,65,1.0,58,0.039659342028810184,Human
ashwin31,MicroPyramid/Django-CRM,100,49.0,50,0.0331493820796472,Human
japaric,rust-embedded/cortex-m,100,3.0,84,0.035006766824159936,Human
Atry,ThoughtWorksInc/DeepLearning.scala,100,72.0,21,0.010984350986356164,Human
Ullaakut,Ullaakut/Bloggo,100,10.0,81,0.041529455109654,Human
manueliglesias,awslabs/aws-mobile-appsync-sdk-js,100,0.0,68,0.07715791366464499,Human
GhostofGoes,GhostofGoes/getmac,100,2.0,93,0.032496407496442094,Human
vadimkaD,crptteam/react-datepicker,63,53.0,11,0.006180987870715095,Human
mgtriffid,Netflix/eureka,59,2.0,55,0.03773601617039232,Human
qiangdavidliu,Netflix/eureka,100,5.0,90,0.03932704168981899,Human
