Bot,Humain
,40.0
,14.0
,30.0
,42.0
,34.5
,27.0
,33.0
,27.0
,31.0
,33.0
,28.0
,45.0
,32.0
,31.0
,37.0
,34.5
,32.5
,45.0
,29.0
,32.0
,33.0
,28.0
,100.0
,35.0
,6.5
,37.0
,40.5
,35.0
,22.0
,100.0
,28.0
,35.0
,36.0
,16.0
,66.5
,31.0
,37.0
,28.0
,32.0
,32.5
,30.0
,100.0
,36.5
,36.0
,38.5
,12.0
,38.0
,42.0
,26.0
,63.5
,31.0
,27.0
,22.0
,33.0
,24.0
,33.0
,31.0
,30.5
,36.5
,35.5
,26.0
,30.5
,31.0
,39.0
,30.0
,36.0
,67.5
,34.0
,100.0
,39.0
,19.0
,31.5
,59.5
,31.0
,28.5
,27.0
,35.0
,14.0
,30.0
,29.5
,37.0
,36.0
,33.0
,27.5
,33.0
,18.0
,4.0
,30.5
,29.0
,22.0
,19.0
,22.0
,33.0
,36.0
,42.0
,35.0
,77.5
,25.0
,12.0
,7.0
,34.5
,9.0
,30.0
,34.5
,35.0
,30.5
,37.0
,33.5
,28.0
,40.0
,36.0
,37.0
,35.0
,61.0
,26.0
,64.0
,22.0
,24.0
,65.5
,21.0
,32.0
,35.0
,31.0
,34.0
,31.0
,21.0
,73.0
,27.5
,28.0
,12.5
,25.0
,31.0
,31.0
,26.0
,10.0
,33.0
,38.0
,36.0
,29.0
,40.0
,21.0
,76.0
,33.0
,19.0
,32.0
,36.5
,31.5
,26.0
,27.0
,67.5
,32.5
,17.0
,35.0
,37.0
,23.0
,37.0
,33.5
,29.5
,37.0
,36.0
,16.0
,32.0
,40.0
,50.0
